127.0.0.1 - - [14/May/2026 18:05:36] "HEAD / HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/css/be5a010b6a9454d5.css HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/media/a273567b21a7c318-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /markets/pompano-beach.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /markets/fort-lauderdale.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /markets/lighthouse-point.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /markets/hillsboro-mile.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /markets/boca-raton.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /manifest.webmanifest HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /logo-lpt.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/chunks/webpack-56fde41b55fa53df.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/chunks/4bd1b696-c41c22badabd4b31.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/chunks/517-e142ec6174824ab2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/chunks/main-app-437cd2399a48b31a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/chunks/173-a14b60890aaec8cf.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/chunks/970-63fea61223d8d0a3.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/chunks/57-d528149d3fd2e48a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/chunks/app/layout-4bec3a785721c72e.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/chunks/app/markets/%5Bslug%5D/page-3004c1476f2984a4.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /markets/delray-beach.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /logos/lpt-realty.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /logos/realtor-r.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /logos/equal-housing.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /icon.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /contact/index.txt?_rsc=1sl1u HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /index.txt?_rsc=1sl1u HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /markets/index.txt?_rsc=1sl1u HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:05] "GET /_next/static/chunks/app/page-11e6b81662ba15f2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:06] "GET /markets/pompano-beach/?_=1778796365855 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:06] "GET /_next/static/media/904be59b21bd51cb-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:06] "GET /_next/static/css/be5a010b6a9454d5.css HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:06] "GET /_next/static/media/a273567b21a7c318-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:06] "GET /markets/pompano-beach.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:06] "GET /markets/fort-lauderdale.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/lighthouse-point.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/hillsboro-mile.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/boca-raton.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /manifest.webmanifest HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /logo-lpt.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/4bd1b696-c41c22badabd4b31.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/webpack-56fde41b55fa53df.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/fort-lauderdale/?_=1778796365905 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/517-e142ec6174824ab2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/main-app-437cd2399a48b31a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/173-a14b60890aaec8cf.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/media/904be59b21bd51cb-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/css/be5a010b6a9454d5.css HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/970-63fea61223d8d0a3.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/57-d528149d3fd2e48a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/app/layout-4bec3a785721c72e.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/app/markets/%5Bslug%5D/page-3004c1476f2984a4.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /logos/realtor-r.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/delray-beach.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /logos/lpt-realty.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/media/a273567b21a7c318-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /logos/equal-housing.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/fort-lauderdale.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/las-olas-isles.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/harbor-beach.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/coral-ridge.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/victoria-park.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /manifest.webmanifest HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/webpack-56fde41b55fa53df.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /logo-lpt.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/4bd1b696-c41c22badabd4b31.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/517-e142ec6174824ab2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/main-app-437cd2399a48b31a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/173-a14b60890aaec8cf.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/970-63fea61223d8d0a3.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/57-d528149d3fd2e48a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/app/layout-4bec3a785721c72e.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/app/markets/%5Bslug%5D/page-3004c1476f2984a4.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/bay-colony.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /logos/lpt-realty.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/bermuda-riviera.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /logos/realtor-r.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /logos/equal-housing.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /icon.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /index.txt?_rsc=1hie4 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/fort-lauderdale/?_=1778796366538 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /buyers/index.txt?_rsc=1hie4 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/index.txt?_rsc=1hie4 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /insights/index.txt?_rsc=1hie4 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /sellers/index.txt?_rsc=1hie4 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/app/page-11e6b81662ba15f2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /about/index.txt?_rsc=1hie4 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /contact/index.txt?_rsc=1hie4 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /home-search/index.txt?_rsc=1hie4 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/media/904be59b21bd51cb-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/fort-lauderdale.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/media/a273567b21a7c318-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/las-olas-isles.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/css/be5a010b6a9454d5.css HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/harbor-beach.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/victoria-park.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/coral-ridge.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /logo-lpt.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/webpack-56fde41b55fa53df.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/app/home-search/page-b7b9d933e755ff42.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/4bd1b696-c41c22badabd4b31.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/517-e142ec6174824ab2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /manifest.webmanifest HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/main-app-437cd2399a48b31a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/173-a14b60890aaec8cf.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/970-63fea61223d8d0a3.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/57-d528149d3fd2e48a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/app/layout-4bec3a785721c72e.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /_next/static/chunks/app/markets/%5Bslug%5D/page-3004c1476f2984a4.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/bay-colony.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /markets/bermuda-riviera.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /logos/lpt-realty.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:07] "GET /logos/realtor-r.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /logos/equal-housing.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /icon.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /index.txt?_rsc=1qpxz HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /valuation/index.txt?market=fort-lauderdale&source=market-v2&_rsc=1qpxz HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /contact/index.txt?intent=buyer-brief&market=fort-lauderdale&source=market-v2&_rsc=1qpxz HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /_next/static/chunks/app/page-11e6b81662ba15f2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /icon.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /index.txt?_rsc=16fet HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /valuation/index.txt?market=fort-lauderdale&source=market-v2&_rsc=16fet HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /contact/index.txt?intent=buyer-brief&market=fort-lauderdale&source=market-v2&_rsc=16fet HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:08] "GET /_next/static/chunks/app/page-11e6b81662ba15f2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /markets/fort-lauderdale/?_=1778796368936 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /about/?_=1778796369028 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/media/904be59b21bd51cb-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/media/a273567b21a7c318-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/css/be5a010b6a9454d5.css HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /markets/las-olas-isles.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/media/904be59b21bd51cb-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /markets/harbor-beach.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /markets/fort-lauderdale.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/css/be5a010b6a9454d5.css HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/media/a273567b21a7c318-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /markets/victoria-park.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /manifest.webmanifest HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /markets/coral-ridge.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logo-lpt.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/webpack-56fde41b55fa53df.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/4bd1b696-c41c22badabd4b31.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/517-e142ec6174824ab2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/main-app-437cd2399a48b31a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /markets/las-olas-isles.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /mia-profile.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logo-lpt.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/173-a14b60890aaec8cf.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/970-63fea61223d8d0a3.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/57-d528149d3fd2e48a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /manifest.webmanifest HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/app/layout-4bec3a785721c72e.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/webpack-56fde41b55fa53df.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/4bd1b696-c41c22badabd4b31.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/app/markets/%5Bslug%5D/page-3004c1476f2984a4.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/517-e142ec6174824ab2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /markets/bay-colony.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /markets/bermuda-riviera.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logos/lpt-realty.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logos/realtor-r.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logos/equal-housing.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/main-app-437cd2399a48b31a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/173-a14b60890aaec8cf.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/970-63fea61223d8d0a3.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/57-d528149d3fd2e48a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/app/layout-4bec3a785721c72e.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/app/about/page-b9399f63f3ddb520.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logos/lpt-realty.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logos/realtor-r.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logos/equal-housing.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /about/?_=1778796369703 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/media/904be59b21bd51cb-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/css/be5a010b6a9454d5.css HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/media/a273567b21a7c318-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /icon.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /markets/las-olas-isles.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /mia-profile.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logo-lpt.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/webpack-56fde41b55fa53df.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/4bd1b696-c41c22badabd4b31.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /manifest.webmanifest HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /index.txt?_rsc=pn7tq HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/517-e142ec6174824ab2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/app/page-11e6b81662ba15f2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/main-app-437cd2399a48b31a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/173-a14b60890aaec8cf.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/57-d528149d3fd2e48a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/970-63fea61223d8d0a3.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/app/layout-4bec3a785721c72e.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logos/lpt-realty.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logos/realtor-r.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /_next/static/chunks/app/about/page-b9399f63f3ddb520.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /logos/equal-housing.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:10] "GET /icon.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /index.txt?_rsc=p33ly HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /insights/index.txt?_rsc=p33ly HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /buyers/index.txt?_rsc=p33ly HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /markets/index.txt?_rsc=p33ly HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /sellers/index.txt?_rsc=p33ly HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /about/index.txt?_rsc=p33ly HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /_next/static/chunks/app/page-11e6b81662ba15f2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /contact/index.txt?_rsc=p33ly HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /home-search/index.txt?_rsc=p33ly HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /valuation/index.txt?market=fort-lauderdale&source=market-v2&_rsc=p33ly HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /_next/static/chunks/app/home-search/page-b7b9d933e755ff42.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /icon.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /index.txt?_rsc=14hvk HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /markets/las-olas-isles/index.txt?_rsc=14hvk HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /markets/harbor-beach/index.txt?_rsc=14hvk HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /markets/boca-raton/index.txt?_rsc=14hvk HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /contact/index.txt?_rsc=14hvk HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:11] "GET /_next/static/chunks/app/page-11e6b81662ba15f2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /about/?_=1778796371447 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /_next/static/media/a273567b21a7c318-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /markets/las-olas-isles.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /_next/static/css/be5a010b6a9454d5.css HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /_next/static/media/904be59b21bd51cb-s.p.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /mia-profile.jpg HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /logo-lpt.png HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /manifest.webmanifest HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /_next/static/chunks/4bd1b696-c41c22badabd4b31.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /_next/static/chunks/517-e142ec6174824ab2.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /_next/static/chunks/webpack-56fde41b55fa53df.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /_next/static/chunks/main-app-437cd2399a48b31a.js HTTP/1.1" 200 -
127.0.0.1 - - [14/May/2026 18:06:12] "GET /_next/static/chunks/173-a14b60890aaec8cf.js HTTP/1.1" 200 -
